name,url,language,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
gentoo,https://github.com/gentoo/gentoo,Shell,66,0,1295,3,1983.2,0,2087,1798,2.2,116732,0.84992
opam-repository,https://github.com/ocaml/opam-repository,Shell,106,0,919,9,71.6,0,670,630,2.8,2019,0.77169
bioconda-recipes,https://github.com/bioconda/bioconda-recipes,Shell,64,0,1282,11,93.8,0,1568,1434,2.4,600,0.76295
fish-shell,https://github.com/fish-shell/fish-shell,Shell,186,0,705,8,38.4,4,511,452,1.8,1701,0.76035
core,https://github.com/dotnet/core,Shell,74,0,277,3,7.9,30,545,329,2,87777,0.75973
oss-fuzz,https://github.com/google/oss-fuzz,Shell,54,0,432,5,24.8,0,577,496,1.3,210279,0.75117
void-packages,https://github.com/void-linux/void-packages,Shell,149,0,1114,1,422.5,0,3096,2412,1.2,6898,0.74974
rabbitmq-server,https://github.com/rabbitmq/rabbitmq-server,Shell,152,0,293,6,49.6,23,255,105,0.8,6036,0.74521
official-images,https://github.com/docker-library/official-images,Shell,91,0,513,9,43.8,0,657,639,1.6,1423,0.72127
husky,https://github.com/typicode/husky,Shell,79,0,67,10,2.8,24,139,102,2,22021,0.71395
powerlevel10k,https://github.com/romkatv/powerlevel10k,Shell,72,0,217,6,15.7,25,185,179,4.2,631,0.71311
rfcs,https://github.com/rust-lang/rfcs,Shell,83,0,290,6,6.3,0,205,84,5.2,14016,0.71084
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,Shell,138,0,1997,9,8.7,0,589,330,1.6,371,0.71007
build,https://github.com/armbian/build,Shell,76,0,303,4,23.9,4,310,285,1.6,6540,0.70371
tldr,https://github.com/tldr-pages/tldr,Shell,86,0,1426,8,29.7,0,726,684,1.9,162,0.70343
aports,https://github.com/alpinelinux/aports,Shell,181,0,1060,3,418.9,25,1,1,1,995,0.7019
dokku,https://github.com/dokku/dokku,Shell,92,0,420,7,12.4,16,167,143,1.1,869,0.69746
homestead,https://github.com/laravel/homestead,Shell,81,0,251,7,1.9,41,86,82,2.5,2891,0.69725
repo,https://github.com/archlinuxcn/repo,Shell,95,0,115,7,722.3,0,168,142,1.5,1467,0.69675
TranslateProject,https://github.com/LCTT/TranslateProject,Shell,89,0,740,8,87.8,0,893,893,0,1038,0.69555
rear,https://github.com/rear/rear,Shell,143,0,132,13,11.7,4,81,55,4.6,857,0.69485
api,https://github.com/istio/api,Shell,49,0,169,5,6.5,38,161,114,2.7,4726,0.69402
ruby-build,https://github.com/rbenv/ruby-build,Shell,114,0,249,10,2,19,61,47,2,1338,0.6897
pyenv,https://github.com/pyenv/pyenv,Shell,114,0,298,11,1.5,6,135,68,2.4,945,0.67982
base-drafts,https://github.com/quicwg/base-drafts,Shell,50,0,91,5,37.4,42,299,286,2.8,403,0.67296
rvm,https://github.com/rvm/rvm,Shell,138,0,638,10,1.2,1,67,37,1.7,2007,0.67232
super-linter,https://github.com/github/super-linter,Shell,14,0,114,6,27.2,43,351,313,2,1558,0.66731
termux-packages,https://github.com/termux/termux-packages,Shell,67,0,233,4,61.3,0,434,365,1.9,1939,0.66718
docker-transmission-openvpn,https://github.com/haugene/docker-transmission-openvpn,Shell,75,0,231,5,3.8,13,320,207,5.8,152,0.66669
bash-it,https://github.com/Bash-it/bash-it,Shell,125,0,429,7,6.1,3,298,230,1.6,261,0.66265
kaldi,https://github.com/kaldi-asr/kaldi,Shell,117,0,428,6,5.2,0,201,151,2.6,928,0.65927
uAssets,https://github.com/uBlockOrigin/uAssets,Shell,58,0,84,1,187.7,0,595,581,3.4,4488,0.64775
spinnaker,https://github.com/spinnaker/spinnaker,Shell,79,0,122,5,1.2,20,497,220,1.9,1081,0.64673
Paper,https://github.com/PaperMC/Paper,Shell,97,0,235,5,17,0,864,581,2,428,0.64652
install,https://github.com/Homebrew/install,Shell,102,0,60,8,3.6,0,66,62,2.9,12252,0.64524
pi-hole,https://github.com/pi-hole/pi-hole,Shell,80,0,198,2,5.5,11,240,193,3.7,797,0.6439
nvm,https://github.com/nvm-sh/nvm,Shell,130,0,298,10,1.6,5,184,101,2.1,118,0.64272
docker-selenium,https://github.com/SeleniumHQ/docker-selenium,Shell,79,0,123,8,2.4,31,64,55,2,489,0.64244
MINGW-packages,https://github.com/msys2/MINGW-packages,Shell,87,0,419,1,53.4,1,593,503,2.2,477,0.63819
riak,https://github.com/basho/riak,Shell,139,0,125,8,1.1,7,15,10,3.2,1579,0.63747
build,https://github.com/nodejs/build,Shell,78,0,61,10,2.8,0,100,63,2.8,6597,0.63652
ezplatform,https://github.com/ezsystems/ezplatform,Shell,105,0,108,7,2.9,35,49,44,1.2,886,0.6365
VVV,https://github.com/Varying-Vagrant-Vagrants/VVV,Shell,98,0,168,9,8.2,2,109,61,2.4,219,0.63441
hestiacp,https://github.com/hestiacp/hestiacp,Shell,116,0,255,5,22.2,10,325,268,1.8,22,0.63277
k8s.io,https://github.com/kubernetes/k8s.io,Shell,53,0,195,5,20.4,0,277,217,3,570,0.63243
problem-specifications,https://github.com/exercism/problem-specifications,Shell,92,0,332,6,1.2,0,96,68,2.6,1759,0.62973
vm,https://github.com/nextcloud/vm,Shell,56,0,63,5,14.6,13,255,236,2.9,263,0.62965
crosstool-ng,https://github.com/crosstool-ng/crosstool-ng,Shell,168,0,204,6,1.8,6,62,41,1.7,810,0.62911
bento,https://github.com/chef/bento,Shell,107,0,186,10,4.1,3,33,27,1.3,610,0.62724
dracut,https://github.com/dracutdevs/dracut,Shell,147,0,292,5,5.4,5,142,105,1.9,146,0.6272
heroku-buildpack-python,https://github.com/heroku/heroku-buildpack-python,Shell,117,0,95,7,3.3,18,82,65,0.7,910,0.62669
DietPi,https://github.com/MichaIng/DietPi,Shell,70,0,61,5,21.7,0,323,239,5.9,369,0.62543
blackarch,https://github.com/BlackArch/blackarch,Shell,144,0,155,3,46.3,0,150,118,1,1919,0.62346
owasp-mstg,https://github.com/OWASP/owasp-mstg,Shell,52,0,185,4,17.7,3,67,35,1.5,1850,0.623
docker,https://github.com/nextcloud/docker,Shell,54,0,72,5,2.4,271,162,70,1.6,1340,0.61869
docker-mailserver,https://github.com/tomav/docker-mailserver,Shell,70,0,156,7,4.5,5,166,133,4.3,52,0.61841
vscode-dev-containers,https://github.com/microsoft/vscode-dev-containers,Shell,26,0,124,4,18.9,72,142,97,1.6,334,0.61369
PKGBUILDs,https://github.com/archlinuxarm/PKGBUILDs,Shell,255,0,259,5,49.8,0,19,6,0.7,1359,0.61208
n,https://github.com/tj/n,Shell,121,0,82,10,1.1,11,18,16,3.8,140,0.60955
testssl.sh,https://github.com/drwetter/testssl.sh,Shell,79,0,95,4,6.6,6,92,69,1.8,969,0.60947
acme.sh,https://github.com/acmesh-official/acme.sh,Shell,61,1,348,6,10.6,5,192,86,1.8,98,0.60845
docker,https://github.com/jenkinsci/docker,Shell,79,0,145,9,2.5,1,97,76,1.8,486,0.60816
droolsjbpm-build-bootstrap,https://github.com/kiegroup/droolsjbpm-build-bootstrap,Shell,183,0,135,5,6.2,12,97,88,2.6,48,0.60746
linux-surface,https://github.com/linux-surface/linux-surface,Shell,41,0,25,4,9.7,204,115,42,7.5,232,0.6072
LinuxGSM,https://github.com/GameServerManagers/LinuxGSM,Shell,90,0,158,5,4.7,16,439,359,0.9,74,0.60614
community-operators,https://github.com/operator-framework/community-operators,Shell,24,0,364,5,30,0,606,570,2.6,65,0.60591
codecov-bash,https://github.com/codecov/codecov-bash,Shell,69,0,69,8,4.1,8,104,84,1.1,506,0.60234
heroku-buildpack-nodejs,https://github.com/heroku/heroku-buildpack-nodejs,Shell,117,0,48,6,5,14,37,35,1.1,873,0.60166
longhorn,https://github.com/longhorn/longhorn,Shell,45,0,33,6,3.8,23,534,315,3,129,0.59948
check_ssl_cert,https://github.com/matteocorti/check_ssl_cert,Shell,161,0,55,4,2.2,21,19,18,2.7,737,0.59774
git-subrepo,https://github.com/ingydotnet/git-subrepo,Shell,86,1,35,7,1.2,3,27,12,1.9,22697,0.59749
examples,https://github.com/kubernetes/examples,Shell,80,1,398,6,0.4,0,19,9,2.2,4903,0.59576
liquidprompt,https://github.com/nojhan/liquidprompt,Shell,120,0,91,6,2.6,6,75,52,2,200,0.59361
wstg,https://github.com/OWASP/wstg,Shell,44,0,69,6,6.8,2,174,121,3,346,0.59336
asdf,https://github.com/asdf-vm/asdf,Shell,76,0,143,8,2.6,4,63,32,2,164,0.59323
docker-gitlab,https://github.com/sameersbn/docker-gitlab,Shell,88,1,214,5,3.2,54,67,40,1.5,120,0.5923
bash-completion,https://github.com/scop/bash-completion,Shell,248,0,156,6,7.9,1,71,23,0.7,624,0.59183
prezto,https://github.com/sorin-ionescu/prezto,Shell,138,0,335,7,0.8,0,22,13,1.9,609,0.59043
diskimage-builder,https://github.com/openstack/diskimage-builder,Shell,103,0,313,5,2.3,21,0,0,0,5362,0.59015
git-extras,https://github.com/tj/git-extras,Shell,127,0,226,6,1.8,2,28,20,1.2,466,0.58807
heroku-buildpack-php,https://github.com/heroku/heroku-buildpack-php,Shell,117,1,35,7,4.1,18,31,23,2.2,485,0.5875
docker-images,https://github.com/oracle/docker-images,Shell,80,0,160,4,3.4,0,170,139,1.9,802,0.58711
haikuports,https://github.com/haikuports/haikuports,Shell,67,0,259,2,30.3,0,272,211,1.6,273,0.58659
lynis,https://github.com/CISOfy/lynis,Shell,86,0,163,3,7.1,3,123,93,1.8,240,0.58552
TLP,https://github.com/linrunner/TLP,Shell,133,0,29,2,3.2,6,34,26,3.1,5150,0.58512
resource-agents,https://github.com/ClusterLabs/resource-agents,Shell,239,1,413,4,2.8,7,48,37,1,227,0.58468
qt5,https://github.com/qt/qt5,Shell,118,0,183,3,10.7,15,0,0,0,8246,0.58238
ceph-container,https://github.com/ceph/ceph-container,Shell,72,0,130,4,2.2,20,56,49,1.6,183,0.58203
onpremise,https://github.com/getsentry/onpremise,Shell,59,0,61,5,3.7,13,747,727,0.4,262,0.58122
jenkins,https://github.com/openshift/jenkins,Shell,74,1,68,4,1.3,0,60,45,13,597,0.58048
salt-bootstrap,https://github.com/saltstack/salt-bootstrap,Shell,101,0,245,5,3.1,1,28,23,0.9,652,0.57851
fiji,https://github.com/fiji/fiji,Shell,145,2,84,11,0.5,2,13,4,2,2977,0.57697
rfcs,https://github.com/emberjs/rfcs,Shell,78,0,105,6,5,0,76,36,2.5,376,0.57646
MSYS2-packages,https://github.com/msys2/MSYS2-packages,Shell,87,0,196,3,16.3,1,191,102,1.8,77,0.57484
bats-core,https://github.com/bats-core/bats-core,Shell,109,0,63,7,3,2,98,65,1.9,183,0.57479
git-auto-commit-action,https://github.com/stefanzweifel/git-auto-commit-action,Shell,19,0,20,12,4.3,20,31,30,2.6,584,0.57423
mattermost-docker,https://github.com/mattermost/mattermost-docker,Shell,62,0,75,9,0.8,34,23,9,1.9,127,0.57311
lxqt,https://github.com/lxqt/lxqt,Shell,88,1,21,4,0.1,2,79,54,6.2,4991,0.57309
php-build,https://github.com/php-build/php-build,Shell,114,0,68,9,1.3,2,16,13,2.1,386,0.57277
OpenHFT,https://github.com/OpenHFT/OpenHFT,Shell,92,0,47,9,58.5,297,8,5,0,117,0.5726
securityonion,https://github.com/Security-Onion-Solutions/securityonion,Shell,35,0,15,4,59.1,17,548,452,0.4,374,0.57116
OctoPi,https://github.com/guysoft/OctoPi,Shell,91,0,41,8,0.7,2,41,24,4.8,216,0.56972
easybuild,https://github.com/easybuilders/easybuild,Shell,100,0,43,8,2.4,8,37,26,0.9,391,0.5678
unifi-docker,https://github.com/jacobalberty/unifi-docker,Shell,71,0,51,9,1.3,21,72,50,2.3,34,0.56758
bitnami-docker-postgresql,https://github.com/bitnami/bitnami-docker-postgresql,Shell,66,0,40,7,33.9,1068,22,14,4.2,4,0.56625
opencv-python,https://github.com/skvark/opencv-python,Shell,57,0,27,6,3.3,16,51,42,3,164,0.56618
Bastion,https://github.com/TheBastionBot/Bastion,Shell,47,0,29,7,1.2,21,10,7,1.7,1696,0.56595
RetroPie-Setup,https://github.com/RetroPie/RetroPie-Setup,Shell,103,0,171,2,8.8,3,103,88,1,256,0.56563
container.training,https://github.com/jpetazzo/container.training,Shell,71,0,88,10,4.2,5,11,11,0.9,193,0.56263
heads,https://github.com/osresearch/heads,Shell,54,0,39,6,3.6,1,152,84,5.3,109,0.56185
backup-utils,https://github.com/github/backup-utils,Shell,79,0,95,3,8.3,9,31,19,0.7,562,0.56137
prowler,https://github.com/toniblyx/prowler,Shell,55,0,124,6,7.6,3,76,54,2,42,0.56072
zsh-completions,https://github.com/zsh-users/zsh-completions,Shell,115,3,242,5,1.4,4,16,10,2.1,451,0.55965
docksal,https://github.com/docksal/docksal,Shell,72,0,72,8,3.3,5,61,36,1.7,66,0.55937
dotdrop,https://github.com/deadc0de6/dotdrop,Shell,46,0,27,5,7.4,16,40,39,5.5,38,0.55746
server-configs-apache,https://github.com/h5bp/server-configs-apache,Shell,130,1,92,7,0.9,1,16,12,1.2,1837,0.55669
openhabian,https://github.com/openhab/openhabian,Shell,53,0,42,5,9.2,4,192,170,2.3,63,0.55503
awesome-kubernetes,https://github.com/ramitsurana/awesome-kubernetes,Shell,63,1,337,11,2.6,1,19,18,0.9,130,0.55339
devstack,https://github.com/openstack/devstack,Shell,113,0,907,6,3.3,1,0,0,0,598,0.5517
build-image,https://github.com/netlify/build-image,Shell,79,1,73,6,2.1,13,54,17,2.1,110,0.55132
neofetch,https://github.com/dylanaraps/neofetch,Shell,61,1,188,2,3.1,2,120,84,1.3,1086,0.55108
goenv,https://github.com/syndbg/goenv,Shell,114,0,182,9,0.6,5,14,7,0.9,69,0.54974
hugoThemes,https://github.com/gohugoio/hugoThemes,Shell,80,0,56,7,7,0,45,18,2,238,0.54852
amazon-eks-ami,https://github.com/awslabs/amazon-eks-ami,Shell,31,0,112,4,2.1,22,74,53,2.3,50,0.54833
ruby-install,https://github.com/postmodern/ruby-install,Shell,95,0,49,8,1.6,3,52,33,2.5,61,0.54779
vscodium,https://github.com/VSCodium/vscodium,Shell,29,0,50,4,2.1,27,123,73,2.8,78,0.54712
arrow,https://github.com/arrow-kt/arrow,Shell,94,0,180,6,4.6,2,16,12,0.6,147,0.54657
fisher,https://github.com/jorgebucaran/fisher,Shell,64,0,61,5,1.6,7,63,56,3.9,36,0.54654
astronomer,https://github.com/astronomer/astronomer,Shell,36,0,35,5,8.4,83,173,168,0.6,98,0.54586
spec,https://github.com/cloudevents/spec,Shell,37,0,91,11,1.7,1,62,42,2.3,82,0.54557
bitnami-docker-mariadb,https://github.com/bitnami/bitnami-docker-mariadb,Shell,68,0,30,5,31.6,847,14,11,4.2,6,0.54551
opengapps,https://github.com/opengapps/opengapps,Shell,69,1,76,4,1.6,7,22,10,2.2,692,0.54442
examples,https://github.com/confluentinc/examples,Shell,33,0,64,3,9.3,191,96,84,1,109,0.54435
nginx-ultimate-bad-bot-blocker,https://github.com/mitchellkrogza/nginx-ultimate-bad-bot-blocker,Shell,54,0,21,9,5.5,216,12,4,1.3,172,0.54394
zsh-syntax-highlighting,https://github.com/zsh-users/zsh-syntax-highlighting,Shell,122,2,65,3,4.4,2,25,9,2.8,1073,0.54297
bitnami-docker-wordpress,https://github.com/bitnami/bitnami-docker-wordpress,Shell,64,0,28,7,7.3,319,16,9,3.9,13,0.54253
libretro-super,https://github.com/libretro/libretro-super,Shell,111,0,152,3,9.8,1,27,18,0.8,239,0.54219
docker4drupal,https://github.com/wodby/docker4drupal,Shell,54,0,45,9,8.6,9,16,5,1.7,52,0.54193
bitbar-plugins,https://github.com/matryer/bitbar-plugins,Shell,60,0,587,7,3.4,0,71,40,0.4,43,0.54157
docker-pi-hole,https://github.com/pi-hole/docker-pi-hole,Shell,60,0,79,4,2.5,7,100,60,3.4,24,0.54016
thinstation,https://github.com/Thinstation/thinstation,Shell,108,0,42,2,4.8,4,25,13,6.5,97,0.53998
pre-commit-terraform,https://github.com/antonbabenko/pre-commit-terraform,Shell,52,1,35,13,1,12,23,13,1.8,279,0.53952
oh-my-fish,https://github.com/oh-my-fish/oh-my-fish,Shell,103,1,217,8,0.4,1,42,27,2.3,44,0.53949
rbenv,https://github.com/rbenv/rbenv,Shell,114,1,106,8,0.3,1,24,16,0.7,887,0.53917
zimfw,https://github.com/zimfw/zimfw,Shell,61,1,43,7,0.9,10,12,7,2.9,337,0.53877
Adafruit_CircuitPython_Bundle,https://github.com/adafruit/Adafruit_CircuitPython_Bundle,Shell,51,0,30,5,5.8,239,16,16,1,245,0.53843
golang,https://github.com/docker-library/golang,Shell,78,0,35,8,0.9,0,11,7,3.5,719,0.53823
devstats,https://github.com/cncf/devstats,Shell,42,0,20,13,13.3,2,13,11,3.8,73,0.53805
addons,https://github.com/home-assistant/addons,Shell,46,0,137,6,4.9,0,193,128,2.4,26,0.53723
pure,https://github.com/sindresorhus/pure,Shell,101,0,75,7,0.6,4,17,12,1.3,167,0.53674
Sn1per,https://github.com/1N3/Sn1per,Shell,65,0,24,6,2.1,9,26,23,2,233,0.53668
robox,https://github.com/lavabit/robox,Shell,56,0,10,6,6.2,13,20,12,3.1,214,0.53652
awesome-zsh-plugins,https://github.com/unixorn/awesome-zsh-plugins,Shell,76,0,139,9,6.7,0,84,83,0.9,23,0.53631
dotfiles,https://github.com/thoughtbot/dotfiles,Shell,121,1,102,10,0.2,0,9,7,0.6,1842,0.53446
getssl,https://github.com/srvrco/getssl,Shell,60,0,70,5,4.1,14,46,31,1.2,42,0.53401
Dockerfile,https://github.com/webdevops/Dockerfile,Shell,63,1,41,10,1.2,20,26,16,2.5,36,0.53392
chruby,https://github.com/postmodern/chruby,Shell,102,1,43,11,0.2,3,10,4,3.9,167,0.53371
winetricks,https://github.com/Winetricks/winetricks,Shell,121,0,129,1,6.2,2,76,50,1.8,183,0.5337
bitnami-docker-mongodb,https://github.com/bitnami/bitnami-docker-mongodb,Shell,66,0,35,7,18.8,772,16,13,3.3,2,0.53321
graphql-spec,https://github.com/graphql/graphql-spec,Shell,67,1,113,9,1.1,1,42,19,3.4,44,0.53311
star,https://github.com/rakudo/star,Shell,128,1,42,5,2.2,4,3,1,0.7,5702,0.53294
dragonwell8,https://github.com/alibaba/dragonwell8,Shell,159,0,117,3,2,6,34,26,1,115,0.53285
clamav-unofficial-sigs,https://github.com/extremeshok/clamav-unofficial-sigs,Shell,69,0,38,5,3.4,5,70,69,1.2,145,0.53214
easy-rsa,https://github.com/OpenVPN/easy-rsa,Shell,106,2,59,4,0.8,2,26,6,1.9,2636,0.53199
homer,https://github.com/sipcapture/homer,Shell,113,0,35,5,0.5,0,20,10,7,186,0.52961
postgres,https://github.com/docker-library/postgres,Shell,80,0,40,3,1.6,0,48,37,3,1006,0.52949
nextcloud-snap,https://github.com/nextcloud/nextcloud-snap,Shell,55,0,20,9,1.9,24,185,160,2.6,5,0.52907
crunchy-containers,https://github.com/CrunchyData/crunchy-containers,Shell,56,0,65,5,3.5,13,45,41,0.2,175,0.52825
airgeddon,https://github.com/v1s1t0r1sh3r3/airgeddon,Shell,58,0,30,3,5.4,7,19,19,2.5,289,0.52783
dotfiles,https://github.com/mathiasbynens/dotfiles,Shell,113,2,144,6,0.2,0,15,5,0.6,4179,0.52627
iTerm2-Color-Schemes,https://github.com/mbadolato/iTerm2-Color-Schemes,Shell,119,0,152,10,0.6,0,10,7,1.3,73,0.5255
elk-docker,https://github.com/spujadas/elk-docker,Shell,75,1,42,6,0.7,24,7,7,2.1,183,0.52533
pivpn,https://github.com/pivpn/pivpn,Shell,57,1,67,4,3.6,2,95,77,3.9,55,0.52495
create-your-own-adventure,https://github.com/udacity/create-your-own-adventure,Shell,76,18,3880,4,0,0,38,19,0.3,1121,0.52463
reportportal,https://github.com/reportportal/reportportal,Shell,52,0,22,5,1.2,11,159,79,2.7,61,0.52453
rabbitmq,https://github.com/docker-library/rabbitmq,Shell,74,0,32,5,2.1,0,21,16,2.4,899,0.52449
gentoo-zh,https://github.com/microcai/gentoo-zh,Shell,175,0,126,5,3,0,34,30,0.5,210,0.52442
asdf-plugins,https://github.com/asdf-vm/asdf-plugins,Shell,46,0,147,10,4.8,0,61,45,1.4,17,0.524
distributions,https://github.com/nodesource/distributions,Shell,78,1,69,8,0.8,0,79,65,1.1,408,0.52387
wordpress,https://github.com/docker-library/wordpress,Shell,80,0,31,7,0.4,0,39,31,2.1,609,0.52371
spaceship-prompt,https://github.com/denysdovhan/spaceship-prompt,Shell,60,1,114,8,0.3,11,63,29,0.7,73,0.52344
voidrice,https://github.com/LukeSmithxyz/voidrice,Shell,43,0,119,2,7.8,0,70,62,1.2,629,0.52311
documentation,https://github.com/kata-containers/documentation,Shell,37,0,68,5,1.3,18,57,41,1.4,50,0.52235
docker-magento,https://github.com/markshust/docker-magento,Shell,64,1,32,9,2.5,14,65,40,2.2,19,0.52228
bitnami-docker-nginx,https://github.com/bitnami/bitnami-docker-nginx,Shell,68,0,29,7,12.9,386,7,5,2.3,9,0.52217
devstack,https://github.com/edx/devstack,Shell,49,0,99,3,3.3,5,73,63,1.1,106,0.52174
hassio-zigbee2mqtt,https://github.com/danielwelch/hassio-zigbee2mqtt,Shell,32,1,38,6,1.9,7,102,85,3.9,49,0.52104
papirus-icon-theme,https://github.com/PapirusDevelopmentTeam/papirus-icon-theme,Shell,56,0,82,0,18,12,111,94,1.5,272,0.52067
mutt-wizard,https://github.com/LukeSmithxyz/mutt-wizard,Shell,35,0,184,4,2.7,0,82,70,1.3,162,0.52
docker-minecraft-server,https://github.com/itzg/docker-minecraft-server,Shell,80,0,106,3,3.7,10,82,52,3,4,0.51967
kerl,https://github.com/kerl/kerl,Shell,119,0,67,8,0.5,2,9,5,1.8,79,0.51886
nanorc,https://github.com/scopatz/nanorc,Shell,127,0,134,5,1.2,2,22,9,1,74,0.51848
bitnami-docker-redis,https://github.com/bitnami/bitnami-docker-redis,Shell,68,0,39,6,15.7,586,15,11,2.6,2,0.51837
catalog,https://github.com/tektoncd/catalog,Shell,20,0,87,4,9.8,0,128,82,3.3,60,0.51754
boot2docker,https://github.com/boot2docker/boot2docker,Shell,86,6,147,11,0.1,1,5,3,1.8,819,0.51745
makeself,https://github.com/megastep/makeself,Shell,255,0,65,7,1,1,20,17,1.8,57,0.51707
platform-install-packages,https://github.com/kaltura/platform-install-packages,Shell,85,2,47,4,3.9,9,14,11,0.8,779,0.5166
dockerfiles,https://github.com/invoiceninja/dockerfiles,Shell,64,0,27,8,1.6,56,45,32,1.8,11,0.51619
docker-nginx,https://github.com/nginxinc/docker-nginx,Shell,76,0,25,7,0.9,1,58,42,2,179,0.51576
wine-tkg-git,https://github.com/Frogging-Family/wine-tkg-git,Shell,9,0,12,3,14.1,22,111,80,3.7,147,0.51575
cmssw,https://github.com/cms-sw/cmssw,C++,274,0,2361,6,158.1,100,1106,1292,16.7,15583,0.96148
tensorflow,https://github.com/tensorflow/tensorflow,C++,62,0,3459,5,458.9,27,2790,4303,3.2,115088,0.96032
pytorch,https://github.com/pytorch/pytorch,C++,108,0,2441,5,175.5,6,14965,18567,1,397587,0.91955
ceph,https://github.com/ceph/ceph,C++,239,0,1368,3,150.3,16,1452,1957,3.1,326513,0.91136
bitcoin,https://github.com/bitcoin/bitcoin,C++,138,0,933,4,51.7,3,821,1274,4.1,314523,0.86966
electron,https://github.com/electron/electron,C++,95,0,1145,6,29.9,157,1518,2067,2.2,48325,0.86535
llvm-project,https://github.com/llvm/llvm-project,C++,238,0,2642,5,661.1,20,32,32,1.3,40742,0.86215
Cataclysm-DDA,https://github.com/CleverRaven/Cataclysm-DDA,C++,124,0,1683,3,160.8,1217,1893,2506,1.9,8709,0.85035
Marlin,https://github.com/MarlinFirmware/Marlin,C++,114,0,864,4,39,19,1795,2035,3.4,20157,0.84342
swift,https://github.com/apple/swift,C++,127,0,1018,2,152.8,10,1446,1702,4.1,16988,0.83687
grpc,https://github.com/grpc/grpc,C++,74,0,692,3,64.9,29,773,1111,1.9,105202,0.83167
opencv,https://github.com/opencv/opencv,C++,129,0,1690,8,22.1,8,1014,1363,1.7,10000,0.82843
QGIS,https://github.com/qgis/QGIS,C++,225,0,555,10,143.2,9,1762,2388,2.3,1797,0.82604
envoy,https://github.com/envoyproxy/envoy,C++,53,0,670,5,50,27,1210,1771,3.5,5983,0.8118
server,https://github.com/MariaDB/server,C++,248,0,1677,5,53.7,45,51,96,2.1,6396,0.80168
xbmc,https://github.com/xbmc/xbmc,C++,137,0,1040,2,34.6,11,553,766,3.1,20093,0.7957
